id	WT_rep1	WT_rep2	WT_rep3	KO_rep1	KO_rep2	KO_rep3
ENSMUSG00000000001.4	141.46097759238617	139.51784817371018	142.46551865712846	132.71015835893894	124.53354086549149	121.50698891878427
ENSMUSG00000000028.15	34.81973521309144	33.02480797250772	35.126936814772954	37.62375572954441	39.8887223363252	37.882775981312506
ENSMUSG00000000056.7	35.05186678117872	31.86814199279429	31.58788851832209	42.33298747199072	45.76518589480169	42.81962710653674
ENSMUSG00000000078.7	11.699431031598724	8.575282263392706	8.395827341580246	4.609035322394256	6.291971082813202	6.196251922475317
ENSMUSG00000000085.16	81.47818039863398	68.20340776930944	84.7865613149718	86.66990334502242	69.27104012870761	69.06553972124927
ENSMUSG00000000088.7	20.14902010997558	19.703206688911614	20.217754629724627	27.103131624079264	19.58821186158827	15.012057503232882
ENSMUSG00000000094.12	101.07008474520009	95.44488584324998	110.4634861892217	150.64531754825572	118.1822115649159	119.44157161129249
ENSMUSG00000000126.11	11.83870997245109	10.52964891877058	11.821927288144382	16.131623628379895	15.49249483598345	16.976722746944567
ENSMUSG00000000127.15	29.991398596876095	32.9849229387245	30.79725006911498	26.30156026366287	36.802095012680994	31.38426786749693
ENSMUSG00000000131.15	66.52890741381339	67.84444246526044	69.42558573037655	74.19544904854232	68.20259220898461	62.21439938420339
ENSMUSG00000000142.15	219.8750212922681	210.19412803757936	240.1658413091497	370.8770488226595	341.9626925291213	367.99691295676575
ENSMUSG00000000148.17	9.09955746902123	11.885740067400123	11.370133888597461	15.580543318093627	16.264151666894502	13.702280674091758
ENSMUSG00000000149.10	68.75737046745124	70.35719959360341	78.76264932101289	81.1090020321337	72.9512496299757	76.5715684728657
ENSMUSG00000000157.16	2.2748893672553074	2.552642162126201	2.0707197479233788	0.7013749403643432	0.2374328710495548	0.4030082551203458
ENSMUSG00000000167.14	3.064136698752047	2.95149249995842	3.764944996224325	3.10608902161352	4.4518663321791525	3.12331397718268
ENSMUSG00000000168.9	42.3407980191192	47.54296026960049	45.555834454314336	43.58544272264133	42.38176748234553	44.6331642545783
ENSMUSG00000000171.5	71.12511246194146	71.19478530305108	70.51741977928161	70.53827971664252	75.91916051809514	73.39787846379298
ENSMUSG00000000184.12	14.067173026088943	11.686314898484014	10.805392139163814	11.322195465881542	10.743837414992354	11.536111302819899
ENSMUSG00000000194.13	30.409235419433195	27.361133175290217	31.28669291862414	33.41550608735835	31.637930067353178	30.679003421036327
ENSMUSG00000000197.8	3.4819735213091443	2.273446925643648	3.0119559969794603	4.75932995247233	3.145985541406601	4.634594933883977
ENSMUSG00000000214.11	36.630361444172195	31.349636553612406	35.4281324144709	56.66107553943373	45.23096193494019	43.42413948921726
ENSMUSG00000000247.11	8.542441705611767	11.965510134966568	9.751207540221003	9.668954535022733	10.328329890655633	8.866181612647608
ENSMUSG00000000253.13	31.384188005399754	30.11320050633253	31.399641268510873	17.684668139186655	18.16361463529094	19.49552434144673
ENSMUSG00000000276.11	57.84718676734925	60.3061710802315	55.156444194686365	65.42826229398803	61.25768073078514	59.34296556647092
ENSMUSG00000000278.10	16.713472902283893	16.153438682204865	18.184684331763492	7.0638476136694575	6.291971082813202	7.203772560276182
ENSMUSG00000000282.12	24.46666727639892	26.523547465842558	27.44644902247533	26.902738783975167	20.241152256974548	18.689507831206036
ENSMUSG00000000295.13	10.492346877544888	7.219191114763162	8.508775691466974	9.017677804684414	10.090897019606079	8.211293198077046
ENSMUSG00000000296.8	2.0427577991680312	1.47574624997921	1.1294834988672975	1.152258830598564	1.0684479197229966	2.921809849622507
ENSMUSG00000000301.16	1.8570525446982102	1.9942516891610946	1.6942252483009463	2.404714081249177	1.5433136618221062	1.4609049248112536
ENSMUSG00000000303.12	283.29336569371196	269.1043229353981	292.19738115696987	243.37710430642713	222.41524195567047	231.57861859852872
ENSMUSG00000000305.12	18.384820192512283	21.53791824293982	23.19206117674184	26.60214952381902	24.6930185891537	25.792528327702133
ENSMUSG00000000318.16	17.177736038458445	18.98527608081362	17.770540382178815	9.368365274866585	8.547583357783973	7.153396528386138
ENSMUSG00000000320.10	5.38545237962481	5.384479560734955	4.894428495091622	4.4086424822901575	4.214433461129597	3.2744420728528096
ENSMUSG00000000325.16	16.62062027504898	17.94826520244985	18.259983231687976	20.440069690618003	18.401047506340497	13.853408769761888
ENSMUSG00000000326.13	1.9499051719331209	1.3560911486295444	1.0165351489805678	1.55304451080676	1.0684479197229966	1.4609049248112536
ENSMUSG00000000339.14	13.51005726267948	11.008269324169241	11.897226188068867	12.42435608645408	16.679659191231224	12.694760036290894
ENSMUSG00000000340.10	5.199747125154989	6.939995878280609	5.986262543996677	4.859526372524378	6.766836824912311	6.901516368935923
ENSMUSG00000000346.9	82.77811717992273	79.88972266779345	77.70846472207008	74.44594009867244	74.25713042074827	63.72568034090468
ENSMUSG00000000365.9	242.11322551502917	254.346860435606	230.22638651911748	176.7464849718145	228.76657125624604	224.42522207014258
ENSMUSG00000000374.8	85.56369599697004	86.63029337715794	96.4578908032672	83.76420716351299	81.02396724566057	75.81592799451506
ENSMUSG00000000378.15	10.07451005498779	13.361486317379333	12.123122887842326	12.875239976688302	14.958270876121952	12.745136068180937
ENSMUSG00000000384.15	7.7531943741150275	7.937121722861156	8.80997129116492	8.566793914450193	7.894642962397697	10.528590665019035
ENSMUSG00000000399.10	44.75496632722687	47.66261537095016	51.80564314804671	49.74752255584235	59.595650633438254	50.32565585815318
ENSMUSG00000000416.16	4.0390892847186075	3.3902278715738605	1.7318746982631896	4.007856802081962	3.6802095012680995	2.418049530722075
ENSMUSG00000000420.15	95.08109028854837	97.95764297159296	94.38717105534383	84.76617136403348	90.04641634554366	92.9941548690198
ENSMUSG00000000439.9	77.57837005476773	75.26305874893971	81.88755366787908	87.97245680569905	79.89616110817519	81.50841959808994
ENSMUSG00000000440.12	24.838077785338562	26.882512769891555	28.57593252134263	6.913552983591384	7.241702567011421	8.160917166187003
ENSMUSG00000000441.17	168.99178156753715	151.32381817354386	172.88627422662103	162.4183969043715	143.3500958961687	155.20855425322318
ENSMUSG00000000489.7	11.467299463511448	14.55803733087599	11.972525087993354	25.24949785311636	19.647570079350658	22.82034244618958
ENSMUSG00000000531.5	1.7177736038458444	1.5156312837624317	1.656575798338703	1.4027498807286864	1.0684479197229966	2.1661693712718586
ENSMUSG00000000532.11	101.4879215677572	99.07442391752318	98.07681715164367	141.52744332351926	130.2912879884432	137.77844721926823
ENSMUSG00000000538.18	115.13725777128904	108.72660209306288	120.10174537955598	81.81037697249805	66.30312924058818	72.99487020867264
ENSMUSG00000000544.14	3.992662971101152	3.1908027026577512	4.40498564558246	1.9538301910149563	1.4245972262973288	1.7127850842614698
ENSMUSG00000000552.10	25.116635667043294	20.89975770240827	24.472142475458114	21.692524941268616	19.58821186158827	16.321834332374006
ENSMUSG00000000555.8	1.4856420357585682	1.7150564526785412	2.371915347621325	1.9037319809889317	1.4839554440597174	0.7052644464606052
ENSMUSG00000000561.14	1.3927894085236576	1.2763210810631005	0.451793399546919	0.5510803102862697	0.6529403953862757	1.6120330204813833
