id	WT_rep1	WT_rep2	KO_rep1	KO_rep2
ENSMUSG00000000001	139.44658441985464	133.82567361716772	144.66410523846181	144.51188454728089
ENSMUSG00000000028	57.818125450499565	46.7170489335557	56.28129149996827	55.712772252132666
ENSMUSG00000000056	29.12862522696054	29.036208227870674	42.74062071356019	37.65566820203433
ENSMUSG00000000078	5.318291708105023	3.886736534439381	3.9148197851860087	5.505214649420224
ENSMUSG00000000085	131.4935426912205	133.2159894549027	99.57459265379	96.83672568330174
ENSMUSG00000000088	72.45562556455009	72.93346791095074	74.01312229169312	75.53154499004548
ENSMUSG00000000094	185.7010847802543	187.17303781535531	212.64379939063298	213.21696337204526
ENSMUSG00000000126	4.732791703543002	2.97221029104188	7.000618909979686	5.285006063443415
ENSMUSG00000000127	23.95670851999602	24.006313889184415	28.647269486890558	28.076594712043143
ENSMUSG00000000131	79.62800062043485	82.5359934666245	70.19041591321738	73.769876302231
ENSMUSG00000000142	319.73179415791026	313.9873435664755	503.1694841547899	460.3460489845191
ENSMUSG00000000148	8.684916734336642	9.83115711652314	15.24476881054787	16.73585253423748
ENSMUSG00000000149	137.7388760732154	134.13051569830023	123.52407839845735	125.13352898132169
ENSMUSG00000000154	1.268583343217712	1.219368324530002	1.7501547274949214	1.6515643948260672
ENSMUSG00000000157	2.0492500159670732	2.5911576896262543	0.4145103301961656	0.49546931844782016
ENSMUSG00000000167	1.6589166795923926	2.0576840476443783	1.5659279140744036	1.2661993693666516
ENSMUSG00000000168	39.96037531135793	47.25052257553758	45.04345588131667	43.05077855846615
ENSMUSG00000000171	98.65675076870052	101.20757093599016	123.8925320252984	119.13284501345365
ENSMUSG00000000184	96.50991741863977	67.06525784915011	47.39234775242827	47.84031530346174
ENSMUSG00000000194	45.18108368536928	43.9734702033632	40.99046598606527	41.509318456628485
ENSMUSG00000000197	4.147291698980982	4.953683818403133	4.6517270388680805	3.248076643157932
ENSMUSG00000000214	61.18475047673118	56.77683761092822	88.70521066197945	86.43186999589751
ENSMUSG00000000247	11.710000091240417	11.050525441053143	10.132474738128494	10.239699247921616
ENSMUSG00000000248	0.29275000228101045	0.15242104056625025	5.7110312160360595	4.459223866030381
ENSMUSG00000000253	61.6238754801527	55.48125876611509	23.39680530440579	24.222944457448985
ENSMUSG00000000275	3.26904169213795	3.1246313316081302	1.4277578040090149	1.871772980802876
ENSMUSG00000000276	50.4993753934743	47.09810153497133	66.27559612803137	62.59429056390795
ENSMUSG00000000278	37.4232086249225	34.06610256655693	13.17221715956704	11.285690031311459
ENSMUSG00000000282	26.396291872337777	28.12168198447317	22.015104203751907	22.791588648599728
ENSMUSG00000000290	1.8052916807328978	2.514947169343129	1.2435309905884968	0.6606257579304269
ENSMUSG00000000295	4.684000036496167	6.173052142933135	5.526804402615541	4.569328159018785
ENSMUSG00000000296	1.6101250125455575	1.1431578042468769	0.6908505503269426	0.8808343439072358
ENSMUSG00000000301	3.0250833569037745	2.6673682099093794	2.394948574466735	2.587450885227505
ENSMUSG00000000303	470.1565036633028	497.88332900965645	366.93375563031685	369.399902976097
ENSMUSG00000000305	39.71641697612375	38.714944303827565	26.897114759395635	28.076594712043143
ENSMUSG00000000318	16.881916798204937	14.556209374076898	8.935000450895126	8.643186999589751
ENSMUSG00000000320	8.050625062727788	8.611788791993138	7.599356053596369	7.652248362694111
