id	logFC	logCPM	F	PValue	FDR	FCthreshold	significance	significant	change
ENSMUSG00000000001	0.08127640338740778	7.009466764750425	0.8814695981660531	0.36517432842948994	0.5605254161161958	2	0.05	FALSE	NONE
ENSMUSG00000000028	-0.026528368750327484	5.67774976336877	0.05005394455317386	0.8264996327626991	0.9032851062263849	2	0.05	FALSE	NONE
ENSMUSG00000000056	0.08835082357512403	5.187955173989905	0.42039687161461897	0.5281967232661503	0.6983206037724291	2	0.05	FALSE	NONE
ENSMUSG00000000078	-0.5421638800694157	1.0398956401564143	1.5047480512423566	0.24202271107490544	0.43530989715942736	2	0.05	FALSE	NONE
ENSMUSG00000000085	-0.0566386338013362	6.512877514094252	0.27821762975950143	0.6068915834885011	0.7596606409229185	2	0.05	FALSE	NONE
ENSMUSG00000000088	0.2587545918175107	4.990521449440342	1.0430022631783324	0.3260343077596952	0.5239720938547022	2	0.05	FALSE	NONE
ENSMUSG00000000094	0.21790164573042844	7.475069434950925	6.8578302729740415	0.021455956225134843	0.08720158229399187	2	0.05	FALSE	NONE
ENSMUSG00000000126	0.18471172566853614	1.169409797344869	0.30228603419275357	0.5919146465583901	0.7486716876131	2	0.05	FALSE	NONE
ENSMUSG00000000127	0.12624783488590363	5.1021382652637906	0.9873321246475072	0.3388037019101624	0.5365834897787762	2	0.05	FALSE	NONE
ENSMUSG00000000131	0.1759492490247471	6.013051613988253	3.319128548093233	0.09191210174973494	0.23183073961885198	2	0.05	FALSE	NONE
ENSMUSG00000000142	0.48714894616077664	8.635483909655006	35.38133395628496	5.152567528275689e-5	0.0014500315037542654	2	0.05	FALSE	NONE
ENSMUSG00000000148	0.2788425647031127	2.515819565102439	1.2445424513218735	0.28509835441541254	0.48189687601457243	2	0.05	FALSE	NONE
ENSMUSG00000000149	0.03329556565331487	6.418948057871403	0.08284978852530858	0.7780782666219698	0.8740084716233928	2	0.05	FALSE	NONE
ENSMUSG00000000168	0.3223365739192131	5.5017656575042855	7.155279518443542	0.01929249090140991	0.08147474286640641	2	0.05	FALSE	NONE
ENSMUSG00000000171	0.14318609662440823	6.253653150875985	2.0995734456149022	0.17138708287934412	0.3489744251551131	2	0.05	FALSE	NONE
ENSMUSG00000000184	0.16673524180369642	6.704158149994951	0.26977844474625434	0.6123417913779001	0.7632952948810208	2	0.05	FALSE	NONE
ENSMUSG00000000194	0.1690427599587129	5.000469092687323	1.8897092916272091	0.1928164059753683	0.3768896961808496	2	0.05	FALSE	NONE
ENSMUSG00000000197	0.22024279539635938	1.1773051760292004	0.23415860164544983	0.636628583330128	0.7811791518033148	2	0.05	FALSE	NONE
ENSMUSG00000000214	0.5888339581626487	5.490471241963303	13.402396491758642	0.002945371479610638	0.023261576593567104	2	0.05	FALSE	NONE
ENSMUSG00000000247	0.6071115987490305	3.5569722887241846	12.169819318679373	0.00408635317825606	0.02881236658344768	2	0.05	FALSE	NONE
ENSMUSG00000000248	2.592441355492343	0.5291867072740175	21.57682415240404	4.771159116150586e-4	0.006967872981874309	2	0.05	TRUE	UP
ENSMUSG00000000253	-0.3367901852147995	5.1817935894224645	7.93324078347811	0.014741374954833356	0.06839509783759797	2	0.05	FALSE	NONE
ENSMUSG00000000275	-0.22122040717519997	0.9000407278455261	0.3104666142175264	0.5870029994813754	0.7451282499930744	2	0.05	FALSE	NONE
ENSMUSG00000000276	0.23070941544667511	5.476034461903087	4.473549039367224	0.05462053876922222	0.16349383408006266	2	0.05	FALSE	NONE
ENSMUSG00000000278	-0.3819052252903563	5.199353234840368	11.03474155072303	0.005615329565444846	0.035732604242186036	2	0.05	FALSE	NONE
ENSMUSG00000000282	0.10749908134310746	4.435370207504163	0.5331576316453913	0.4784303535661646	0.6587425304042619	2	0.05	FALSE	NONE
ENSMUSG00000000290	-1.3995303582942489	1.2305884867938113	10.796172949161427	0.0060162907279965325	0.03746085564886343	2	0.05	TRUE	DOWN
ENSMUSG00000000295	-0.520633546748507	3.078293939685755	7.2942159696828615	0.018370337442088748	0.07889879349919422	2	0.05	FALSE	NONE
ENSMUSG00000000296	-0.2605008013159147	1.2730051213629396	0.30356141495085	0.5911431721480586	0.748239652861221	2	0.05	FALSE	NONE
ENSMUSG00000000301	0.627537239859008	1.4854490699021594	3.4110850260963623	0.08799348611249352	0.22476179994132559	2	0.05	FALSE	NONE
ENSMUSG00000000303	-0.3219049653315359	8.89660080603906	13.557953982105282	0.0028295708572581664	0.022652384334907148	2	0.05	FALSE	NONE
ENSMUSG00000000305	0.009771583369660433	4.749911452240513	0.005794140650517397	0.9405007759680153	0.9671305870841861	2	0.05	FALSE	NONE
ENSMUSG00000000318	-0.7863366503977087	3.931252269202565	16.078639811668943	0.0015280668633537435	0.014934605958473736	2	0.05	FALSE	NONE
ENSMUSG00000000320	0.10253734274569393	2.8436575387624896	0.22684894217543514	0.6418951843494375	0.7843719762857077	2	0.05	FALSE	NONE
ENSMUSG00000000325	-0.15457225394120191	3.9820144855616713	0.9624849831662784	0.34473691301044485	0.5426617088167591	2	0.05	FALSE	NONE
ENSMUSG00000000326	-0.6569069546311951	0.4806275376049654	1.7657926693053443	0.20710005841365858	0.39419061062430116	2	0.05	FALSE	NONE
ENSMUSG00000000339	0.24534101941904182	3.692843749755804	2.283343299508097	0.1550511427877824	0.3277228893722085	2	0.05	FALSE	NONE
ENSMUSG00000000340	-0.4663115638626886	3.329975425062201	5.383741007021085	0.03750758932201292	0.12628926822659992	2	0.05	FALSE	NONE
ENSMUSG00000000346	0.39726354597445934	6.124708256618728	8.11751373615975	0.013855893001527963	0.06542660250449894	2	0.05	FALSE	NONE
ENSMUSG00000000365	-0.16766529587196796	7.555581589427456	3.6733606923247857	0.0778793357168907	0.20812497575264444	2	0.05	FALSE	NONE
ENSMUSG00000000374	0.07237323169367015	6.627027282268353	0.5971762067829893	0.45368757415868555	0.63706105310419	2	0.05	FALSE	NONE
ENSMUSG00000000378	0.025292463677892472	3.6712911234145595	0.025915892588567208	0.8746182317997561	0.9301087565133426	2	0.05	FALSE	NONE
ENSMUSG00000000384	-0.1701751289700619	3.3642443085858975	0.7223997911750661	0.41096999874108264	0.6001577513906429	2	0.05	FALSE	NONE
ENSMUSG00000000399	0.1837805964651389	5.69144594025044	2.6056970969882842	0.13084291522437036	0.2932210167499309	2	0.05	FALSE	NONE
ENSMUSG00000000416	-1.0958772204879974	3.309223682308063	29.61673900890585	1.1895181863504157e-4	0.0025724328697769305	2	0.05	TRUE	DOWN
ENSMUSG00000000420	0.31072731940236437	6.4417908722260995	7.680109151108962	0.016068177420966258	0.07235195642314841	2	0.05	FALSE	NONE
ENSMUSG00000000439	-0.0032376030976051266	6.292896131818898	0.0010852795584619273	0.9742276028479474	0.9870161588670958	2	0.05	FALSE	NONE
ENSMUSG00000000440	-0.45131256697289807	4.927585162999622	9.733738873608885	0.008261137307232685	0.04631483199344153	2	0.05	FALSE	NONE
ENSMUSG00000000441	-0.17659099701896033	7.903984498116181	4.405800845255543	0.05623255426146392	0.16638691273553913	2	0.05	FALSE	NONE
ENSMUSG00000000486	-0.33034354198791965	0.48804751304396204	0.6538028651585811	0.43352439436278156	0.6198915483588374	2	0.05	FALSE	NONE
ENSMUSG00000000489	1.1097550481981882	3.7847001012737493	26.768867669629707	1.8803971499222909e-4	0.003595910810882553	2	0.05	TRUE	UP
ENSMUSG00000000531	0.7575517683399012	3.262900327764967	7.612887151226826	0.0164437219711683	0.0735402957968037	2	0.05	FALSE	NONE
ENSMUSG00000000532	0.45989928343140934	7.005888307129601	21.88681424722467	4.495020894942822e-4	0.00666468748479732	2	0.05	FALSE	NONE
ENSMUSG00000000538	-0.010583456135278734	6.91393127648503	0.013946724560174066	0.9078239910923753	0.9474450415216348	2	0.05	FALSE	NONE
ENSMUSG00000000544	0.6360534379292034	2.933687055030981	7.472768439317441	0.017260109450652306	0.0756171144491698	2	0.05	FALSE	NONE
ENSMUSG00000000552	0.610101021004003	5.18730711371984	23.297881228698397	3.4504077335437405e-4	0.005488526187380725	2	0.05	FALSE	NONE
ENSMUSG00000000555	0.48521593018630726	0.9102288101772359	1.803767850304335	0.2025814307840059	0.3885523900855732	2	0.05	FALSE	NONE
ENSMUSG00000000563	-0.11058485249790657	5.525192386571677	0.8013591551837647	0.3872071941493307	0.5807882608391391	2	0.05	FALSE	NONE
ENSMUSG00000000568	-0.3154626414967459	7.135206929786391	5.912643105962194	0.030496841282182895	0.11043451047766098	2	0.05	FALSE	NONE
ENSMUSG00000000581	-0.2934831158237931	1.6074126626367258	0.990709498375253	0.3380086676895163	0.5360641956257137	2	0.05	FALSE	NONE
ENSMUSG00000000594	0.39489404996315586	0.9246168877613025	0.6738988303025538	0.4267164612860186	0.6147581706948753	2	0.05	FALSE	NONE
ENSMUSG00000000600	-0.07463720806062842	4.1766687735711905	0.26037845947171767	0.6185429997859353	0.7673547693635137	2	0.05	FALSE	NONE
ENSMUSG00000000605	0.4057013999160725	2.1609291001543505	2.14321417066418	0.1673179148985932	0.34429522107146293	2	0.05	FALSE	NONE
