id	WT_rep1	WT_rep2	WT_rep3	KO_rep1	KO_rep2	KO_rep3
ENSMUSG00000000001	134.1361649744697	119.67311416178532	120.00919475048278	137.61296006803497	139.37916825291626	134.00241979309382
ENSMUSG00000000028	43.544202808876356	56.1763421530721	54.1584119746766	46.865779171764515	46.670520041130764	47.25065244109894
ENSMUSG00000000056	40.91653539799589	33.26021390932598	31.017261430774305	33.7124119042174	36.55225011351434	36.272140939978
ENSMUSG00000000078	3.253302508709153	1.2731182357636737	1.8675314474026414	3.2054424433518185	2.9090026041897223	3.1213415052206592
ENSMUSG00000000085	93.09450255690807	96.43870635909828	88.50475120299474	107.32705560326261	94.47934544911837	100.63635542694193
ENSMUSG00000000088	40.91653539799589	25.462364715273473	20.055663804715323	35.370399374916616	34.02268263161023	32.72026957196829
ENSMUSG00000000094	173.55117613767675	165.0279513108662	153.0563816675643	178.95211433746877	167.45736730205184	177.91646579757756
ENSMUSG00000000126	2.0020323130517865	2.387096692056888	1.4615463501411976	2.321182458978903	0.8853486186664372	3.4442389023124513
ENSMUSG00000000127	34.91043845884053	29.122579643094035	33.29077797543839	34.154541896403856	39.334774343608856	34.765286420216306
ENSMUSG00000000131	61.56249362634244	62.06451399347909	57.32509573331586	58.58222396470565	55.14457110550952	65.6558040753311
ENSMUSG00000000142	319.8246620100229	315.2559031309797	354.5061869286927	338.3399765206868	350.5980529919091	379.1891766514614
ENSMUSG00000000148	5.755842900023886	3.3419353688796436	5.440200303303347	5.305559906237493	2.782524230094517	6.4579479418358465
ENSMUSG00000000149	89.84120004819891	84.02580356040247	78.59871482981552	90.30505090408398	86.13177275883483	90.30363872000459
ENSMUSG00000000167	1.1261431760916298	0.795698897352296	0.9743642334274651	1.547454972652602	1.138305366856848	0.7534272598808487
ENSMUSG00000000168	45.54623512192814	35.488170821912405	38.64978125928945	51.95027408190878	50.97078476036774	51.77121600038404
ENSMUSG00000000171	74.57570366117905	76.38709414582041	65.6883887369016	66.20896632992205	75.12815421255196	72.11375201716695
ENSMUSG00000000184	171.17376276592776	61.42795487559725	60.57297651140741	140.70787001334017	189.46460439461757	73.62060653692865
ENSMUSG00000000194	30.0304846957768	30.39569787885771	29.149729983371664	33.60187940617079	29.72241791237325	32.82790203766555
ENSMUSG00000000197	0.7507621173944199	3.182795589409184	1.8675314474026414	2.4317149570255174	1.7706972373328744	1.183957122669905
ENSMUSG00000000214	44.42009194583651	35.80645038085332	27.201001516516733	40.23382928896765	45.026301177893096	43.69878107308923
ENSMUSG00000000247	10.635796663087616	7.797849194052501	8.850475120299475	5.747689898423951	6.576875452950676	7.749537530203016
ENSMUSG00000000253	41.041662417561625	42.64946089808307	37.02584087024368	47.97110415223066	44.014474185131455	45.74379792133725
ENSMUSG00000000275	2.127159332617523	1.7505375741750513	1.4615463501411976	2.7633124511653606	1.644218863237669	1.8297519168534897
ENSMUSG00000000276	43.79445684800783	38.03440729343975	39.948933570526066	42.00234925771348	38.70238247313283	40.14690970507951
ENSMUSG00000000278	39.41501116320705	40.42150398549664	43.521602426426774	46.97631166981113	44.39390930741707	37.7789954597397
ENSMUSG00000000282	22.647990541398336	20.688171331159698	18.51292043512184	23.875019578068716	19.477669610661618	20.127271085388386
ENSMUSG00000000290	2.2522863521832597	3.3419353688796436	3.410274816996128	6.963547376936709	2.9090026041897223	3.1213415052206592
ENSMUSG00000000295	11.011177721784826	8.911827650345716	9.012869159204053	14.700822240199718	12.14192391313971	13.34642574646075
ENSMUSG00000000296	3.7538105869721	0.6365591178818368	2.4359105835686625	2.4317149570255174	3.4149161005705437	1.937384382550754
ENSMUSG00000000301	2.877921450011943	1.591397794704592	1.623940389045775	2.321182458978903	1.138305366856848	2.7984441081288667
ENSMUSG00000000303	469.8519584693411	543.6214866710886	569.7594854967102	502.812333614049	504.64871263986925	508.67103288527017
ENSMUSG00000000305	26.2766741088047	28.00860118680082	25.414667088566382	27.19099451946715	24.157369452184216	24.002039850489894
ENSMUSG00000000318	19.14443399355771	15.754838167575462	21.354816115951945	19.45371965620414	17.07458050285272	17.86698930574584
ENSMUSG00000000320	6.256350978286833	8.27526853246388	5.84618540056479	7.295144871076552	6.450397078855471	8.287699858689336
ENSMUSG00000000325	15.0152423478884	16.55053706492776	17.376162162789793	18.569459671831225	11.130096920378069	14.207485472038861
ENSMUSG00000000339	11.136304741350562	11.458064121873063	12.098355898391025	10.058457322241912	11.63601041675889	14.207485472038861
ENSMUSG00000000340	10.010161565258933	11.458064121873063	12.42314397620018	12.048042287080973	11.63601041675889	10.332716706937354
ENSMUSG00000000346	74.45057664161331	56.49462171201302	48.961802729730124	62.22979640024392	70.95436786741018	59.413121064889786
ENSMUSG00000000365	196.07403965950934	196.5376276460171	201.93698737784214	175.74667189411693	190.72938813556962	176.94777360630218
ENSMUSG00000000374	97.72420228084033	100.41720084585977	89.72270649477908	94.72635082594856	96.75595618283207	95.6852620048678
ENSMUSG00000000378	12.888083015270876	12.412902798695818	11.854764840034159	15.695614722619249	10.497705049902041	11.409041363909996
ENSMUSG00000000384	10.635796663087616	12.572042578166277	9.094066178656341	11.053249804661442	8.09461594209314	10.22508424124009
ENSMUSG00000000386	0.7507621173944199	1.2731182357636737	1.4615463501411976	2.1001174628856742	0.8853486186664372	0.2152649313945282
ENSMUSG00000000399	45.045727043665195	51.561288548428784	47.6626504184935	49.07642913269681	46.41756329294035	48.32697709807158
ENSMUSG00000000416	11.136304741350562	13.686021034459491	14.37187244305511	10.832184808568213	7.209267323426703	8.825862187175657
ENSMUSG00000000420	86.58789753948977	69.70322340806113	75.0260459739148	74.05677369123167	75.63406770893278	75.5579909194794
