id	logFC	logCPM	F	PValue	FDR	FCthreshold	significance	significant	change
ENSMUSG00000000001	-0.16282856023311795	7.06856365159704	7.040565387575359	0.01880633773053354	0.0523083838406128	2	0.05	FALSE	NONE
ENSMUSG00000000028	0.1620127480953396	5.192004332457909	3.5701024224078597	0.07955653984353109	0.1628378312262291	2	0.05	FALSE	NONE
ENSMUSG00000000056	0.408596030796113	5.260939448089058	21.43488541950265	3.821794768968478e-4	0.0021416730221638005	2	0.05	FALSE	NONE
ENSMUSG00000000078	-0.7464972156159339	2.9655868945510284	15.093228130935463	0.001627908539601187	0.007116853117204214	2	0.05	FALSE	NONE
ENSMUSG00000000085	-0.060683683428302423	6.265248995932976	0.3602952760874277	0.5578617017676095	0.6866104577111292	2	0.05	FALSE	NONE
ENSMUSG00000000088	0.03724930465398193	4.353690738800278	0.050527250825838185	0.8253714670093905	0.8869420860368982	2	0.05	FALSE	NONE
ENSMUSG00000000094	0.3371886706200277	6.860895773535327	13.676321493484014	0.002357861185372641	0.009686242014068891	2	0.05	FALSE	NONE
ENSMUSG00000000126	0.5063982949315553	3.791899796170974	16.33340665019163	0.0011957843624764949	0.00550789515271387	2	0.05	FALSE	NONE
ENSMUSG00000000127	0.006490884140320293	4.979220778651163	0.003080803286315002	0.9565145591101869	0.973111827872822	2	0.05	FALSE	NONE
ENSMUSG00000000131	0.003538119533867292	6.095116389435677	0.002047676604497875	0.9645413154500668	0.9779269321753674	2	0.05	FALSE	NONE
ENSMUSG00000000142	0.6875499488194485	8.192845498372016	122.19447533121175	2.4642766021505517e-8	7.840205467783803e-7	2	0.05	FALSE	NONE
ENSMUSG00000000148	0.4874264795214989	3.7045032537758016	11.710826251524116	0.0040868769985154775	0.015148610251218225	2	0.05	FALSE	NONE
ENSMUSG00000000149	0.08012983716129653	6.229962880148425	1.0908179409555063	0.3138563801879147	0.45843492458879687	2	0.05	FALSE	NONE
ENSMUSG00000000157	-2.323306791927574	0.6452213496421443	34.859774927238135	3.720768187957583e-5	3.099898967749256e-4	2	0.05	TRUE	DOWN
ENSMUSG00000000167	0.11686529064901173	1.8045321331849946	0.2283387899429608	0.6400775722027092	0.7528171445844949	2	0.05	FALSE	NONE
ENSMUSG00000000168	-0.054555942900704105	5.478521954141491	0.4397728447344159	0.517921560093555	0.6540877518363195	2	0.05	FALSE	NONE
ENSMUSG00000000171	0.04459042799542068	6.178071601190865	0.4177299809190188	0.5284464770684334	0.6631744296636961	2	0.05	FALSE	NONE
ENSMUSG00000000184	-0.12027821437592828	3.5641155452272866	0.7059633834338053	0.4148000729149576	0.55938268646431355	2	0.05	FALSE	NONE
ENSMUSG00000000194	0.10248741458259097	4.952397545061319	1.1504442103203854	0.3014611766142631	0.4448874832955962	2	0.05	FALSE	NONE
ENSMUSG00000000197	0.5227195401381197	1.8541563354381019	4.2084988261969105	0.05926873215272114	0.13012157170956992	2	0.05	FALSE	NONE
ENSMUSG00000000214	0.48992416812200085	5.3774588970929456	20.454207626950666	4.691917263601336e-4	0.002524420493413635	2	0.05	FALSE	NONE
ENSMUSG00000000247	-0.07345222423513695	3.320578973344698	0.21138348514268024	0.6526904703223755	0.762647358086687	2	0.05	FALSE	NONE
ENSMUSG00000000253	-0.7485361328145291	4.6447872925919285	55.94751575703638	2.833542403040761e-6	3.7111123727507756e-5	2	0.05	FALSE	NONE
ENSMUSG00000000276	0.10039363569487596	5.910191785214652	1.7351394907884714	0.20874973224704615	0.34068455911858586	2	0.05	FALSE	NONE
ENSMUSG00000000278	-1.3114051432938745	3.6170504236624246	92.48797868564547	1.4155843761276417e-7	3.241119921035314e-6	2	0.05	TRUE	DOWN
ENSMUSG00000000282	-0.2542414812796879	4.601327098955922	3.7783640704184953	0.07213990985943575	0.15126444222850233	2	0.05	FALSE	NONE
ENSMUSG00000000295	0.058191370247331654	3.171110632638085	0.114679854286409	0.7398651109995504	0.826778329480354	2	0.05	FALSE	NONE
ENSMUSG00000000296	0.16504546219537145	0.782683584001289	0.16236838049401667	0.6930252975952402	0.7914251760196122	2	0.05	FALSE	NONE
ENSMUSG00000000301	-0.032757405149226856	0.9484191373837255	0.011313919461401926	0.9167889290223528	0.9478370709000873	2	0.05	FALSE	NONE
ENSMUSG00000000303	-0.2781199294251304	8.01085042516409	22.912004731420705	2.837132808801167e-4	0.0016807440601429512	2	0.05	FALSE	NONE
ENSMUSG00000000305	0.2852976236240574	4.554111873616622	6.544279708558553	0.022647995619807307	0.06066575105951207	2	0.05	FALSE	NONE
ENSMUSG00000000318	-1.107692873681338	3.7523614725350565	63.9419067274513	1.3078142647944687e-6	1.939615316829338e-5	2	0.05	TRUE	DOWN
ENSMUSG00000000320	-0.3991307862971909	2.243368792148703	3.8303238550731664	0.07041996596137129	0.14867044062420762	2	0.05	FALSE	NONE
ENSMUSG00000000325	-0.007345018989712651	4.148320588136783	0.0027402728310117895	0.9589857119773382	0.9749144164786634	2	0.05	FALSE	NONE
ENSMUSG00000000326	-0.06548669620389629	0.5787615713037739	0.0343870760042502	0.855525474724397	0.907147649063383	2	0.05	FALSE	NONE
ENSMUSG00000000339	0.19511932856814104	3.7116497993206323	1.682346870404848	0.21542436358769848	0.3484054511388055	2	0.05	FALSE	NONE
ENSMUSG00000000340	0.025543423594155738	2.6363282027596675	0.016585307324292524	0.8993465221739827	0.9381865039989349	2	0.05	FALSE	NONE
ENSMUSG00000000346	-0.18060456230340097	6.24439734508877	5.384622158599743	0.03579831711925086	0.08711432988658661	2	0.05	FALSE	NONE
ENSMUSG00000000365	-0.20826707687716847	7.826140748271663	5.948066487317377	0.028533957390059966	0.07281178836141598	2	0.05	FALSE	NONE
ENSMUSG00000000374	-0.16146112117587164	6.4137966797087165	4.839829614875457	0.04496481391271515	0.10468983487898256	2	0.05	FALSE	NONE
ENSMUSG00000000378	0.1845196921720273	3.6768298806272948	1.6428904804674684	0.2205942078930783	0.354482009020806	2	0.05	FALSE	NONE
ENSMUSG00000000384	0.13900858262388824	3.1206043160866823	0.7402299720055692	0.40397167455963756	0.5490881378723619	2	0.05	FALSE	NONE
ENSMUSG00000000399	0.14284220489648133	5.668156495323534	2.3899305309542456	0.14425170033828702	0.25767740377911263	2	0.05	FALSE	NONE
ENSMUSG00000000416	0.14599485270973006	1.7105603571127779	0.21174099683958936	0.6524182248779486	0.7624712618799945	2	0.05	FALSE	NONE
ENSMUSG00000000420	-0.10394310215397233	6.53813214979383	2.401816467895286	0.14333137422379227	0.25636190340497816	2	0.05	FALSE	NONE
ENSMUSG00000000439	0.08556976399186707	6.33989230247642	1.4594512617817046	0.24687883734562724	0.3851764203152928	2	0.05	FALSE	NONE
ENSMUSG00000000440	-1.8482164056673525	4.133345440126092	215.7165997883066	6.060749346588291e-10	4.723243605692129e-8	2	0.05	TRUE	DOWN
