id	logFC	logCPM	F	PValue	FDR	FCthreshold	significance	significant	change
ENSMUSG00000000001	0.048362832461071065	6.998922066596456	0.38021362890640703	0.5503571284426028	0.6572048843388231	2	0.05	FALSE	NONE
ENSMUSG00000000028	0.04133957574285996	5.717835067956979	0.13872356497631094	0.7168105009861027	0.795434450245077	2	0.05	FALSE	NONE
ENSMUSG00000000056	0.7930609854843872	5.597617580372983	47.834390107804154	2.8881447670051718e-5	3.6744090070940676e-4	2	0.05	FALSE	NONE
ENSMUSG00000000078	0.1616241252200549	1.343452405770174	0.14455707267922618	0.7112160853238609	0.7907974503047213	2	0.05	FALSE	NONE
ENSMUSG00000000085	-0.0011636557998152784	6.546342331333614	1.8906108543988206e-4	0.9892819887621295	0.9936336690646022	2	0.05	FALSE	NONE
ENSMUSG00000000088	0.4618026114774556	5.109826437998819	4.4985101457764705	0.058108639675308986	0.1187445353076066	2	0.05	FALSE	NONE
ENSMUSG00000000094	-0.1275222837960287	7.306172907800998	2.3823446975241973	0.15169665351818665	0.2509318690314183	2	0.05	FALSE	NONE
ENSMUSG00000000126	-0.07207595844338592	1.0539372772459736	0.03180838226662811	0.8617739709168578	0.9061228172146473	2	0.05	FALSE	NONE
ENSMUSG00000000127	0.29215431132000896	5.197073451836811	6.850293824936107	0.024399790459198423	0.060212983091859594	2	0.05	FALSE	NONE
ENSMUSG00000000131	-0.030653791767488076	5.9134798984337165	0.1376187647637233	0.7178851874877469	0.7961888125396699	2	0.05	FALSE	NONE
ENSMUSG00000000142	0.7973491143223793	8.830777968125066	137.0247488599693	1.9188370055856687e-7	1.0773460050641381e-5	2	0.05	FALSE	NONE
ENSMUSG00000000148	0.6538671492498841	2.734240085471878	6.309810097039755	0.029382894715506362	0.06977164289770395	2	0.05	FALSE	NONE
ENSMUSG00000000149	0.3375961952648804	6.586631110452759	16.931308798427075	0.0018098629237179881	0.007957893902766763	2	0.05	FALSE	NONE
ENSMUSG00000000168	0.18944292754824402	5.436201974164589	2.6493909167241694	0.13258984320342732	0.2263930405001778	2	0.05	FALSE	NONE
ENSMUSG00000000171	0.28837521285562495	6.337577999833938	9.647859104995666	0.010285400615039124	0.03070286445062711	2	0.05	FALSE	NONE
ENSMUSG00000000184	-0.17488739494262334	6.540268490560046	0.22243308829205014	0.6466438917930765	0.7373462635085762	2	0.05	FALSE	NONE
ENSMUSG00000000194	0.01872286455326002	4.929519584008162	0.03240097963872509	0.8605072874403927	0.9050940578655079	2	0.05	FALSE	NONE
ENSMUSG00000000197	0.8273698787796173	1.515450936687791	3.6466857997446094	0.08328391476146618	0.15743502550769534	2	0.05	FALSE	NONE
ENSMUSG00000000214	0.40850474584770674	5.391287670261916	6.8888153351194825	0.024085186109266812	0.0596401630921057	2	0.05	FALSE	NONE
ENSMUSG00000000247	-0.23330754659738606	3.12732108302104	1.283701197390586	0.2819125260117259	0.4023567853978081	2	0.05	FALSE	NONE
ENSMUSG00000000248	4.332706191962583	1.9797583429310468	113.84638911472535	4.819355534021393e-7	2.0565217139438825e-5	2	0.05	TRUE	UP
ENSMUSG00000000253	-1.167887432425577	4.878058445180319	91.16982912228909	1.4277478746831991e-6	4.261958391972898e-5	2	0.05	TRUE	DOWN
ENSMUSG00000000275	-0.4785058553409362	0.7997127356000066	1.5872687383770743	0.23444943039729582	0.3508519416604352	2	0.05	FALSE	NONE
ENSMUSG00000000276	0.27692074747712553	5.507448595829293	8.009107216567608	0.016750585155714114	0.04491323976135541	2	0.05	FALSE	NONE
ENSMUSG00000000278	-1.536040944629378	4.813984554223753	102.19393959181073	8.192378521845535e-7	2.9212001770361544e-5	2	0.05	TRUE	DOWN
ENSMUSG00000000282	-0.4424037110738243	4.184998308968964	8.201013570437093	0.015781036450707952	0.04287000405050386	2	0.05	FALSE	NONE
ENSMUSG00000000290	0.7913218973973365	2.1287806776191456	9.091499818638118	0.012074137389539608	0.03480125215475093	2	0.05	FALSE	NONE
ENSMUSG00000000295	-0.40442799421799264	3.1294988659251883	4.555472828670712	0.056784380933900445	0.11656919839979721	2	0.05	FALSE	NONE
ENSMUSG00000000296	-0.5476608606905926	1.1656707870125413	1.1966510379016488	0.29795924809946644	0.41914608884722826	2	0.05	FALSE	NONE
ENSMUSG00000000301	-0.15397718272023836	1.1044789240701074	0.1727276439988899	0.6858950591626196	0.7700271021307249	2	0.05	FALSE	NONE
ENSMUSG00000000303	-0.2715819474984478	8.925335501646487	11.414110711284787	0.006377434469525978	0.021050547710088918	2	0.05	FALSE	NONE
ENSMUSG00000000305	-0.2522747328583469	4.631088718466047	4.595204069035019	0.05588251618712137	0.11511727574792412	2	0.05	FALSE	NONE
ENSMUSG00000000318	-0.9988378745542129	3.862135208978929	21.058221198453428	8.321983370284228e-4	0.004395732903128617	2	0.05	FALSE	NONE
ENSMUSG00000000320	-0.5231383919104311	2.5695443363594164	4.118186622985914	0.06799045952039905	0.1339060716638611	2	0.05	FALSE	NONE
ENSMUSG00000000325	-0.3870687830985123	3.8838530176701047	7.208728792823745	0.02165272258855732	0.054797713990209114	2	0.05	FALSE	NONE
ENSMUSG00000000326	-0.047864678422942064	0.703243790228113	0.011723246926513331	0.9157780200542822	0.9442691753811581	2	0.05	FALSE	NONE
ENSMUSG00000000339	0.4021509263491058	3.7850146782095857	7.681109018295783	0.018578856333296943	0.048740942386184184	2	0.05	FALSE	NONE
ENSMUSG00000000340	0.6212606223481297	3.881932309731632	16.963343026886502	0.0017981471239598263	0.007911725766848255	2	0.05	FALSE	NONE
ENSMUSG00000000346	-0.11332500018932197	5.863840910756614	0.5413032824022489	0.47768001461449383	0.5933389377942009	2	0.05	FALSE	NONE
ENSMUSG00000000365	-0.4634151989225596	7.430233735501523	36.64874429960794	9.200608232146503e-5	8.258339044233568e-4	2	0.05	FALSE	NONE
ENSMUSG00000000374	0.16361876126620567	6.680329974209508	4.1260959303808455	0.0677648596211703	0.1336504997680757	2	0.05	FALSE	NONE
ENSMUSG00000000378	0.20291361192130342	3.7666453748466715	1.5372429976759152	0.2414789886756552	0.3584862595658324	2	0.05	FALSE	NONE
ENSMUSG00000000384	0.08431238874234544	3.4932850936231383	0.24009255910293625	0.6340111132763074	0.7272102440549167	2	0.05	FALSE	NONE
ENSMUSG00000000399	-0.0025320022952110928	5.601643696398249	6.391674104206219e-4	0.9802946192512252	0.9874262417424886	2	0.05	FALSE	NONE
ENSMUSG00000000416	1.4986402784491142	4.671231619559608	82.79011138669081	2.2717967341223643e-6	5.9134868989205145e-5	2	0.05	TRUE	UP
ENSMUSG00000000420	-0.06423710662576958	6.2531480374664	0.44828458733206156	0.5173095315500009	0.6284098892218837	2	0.05	FALSE	NONE
ENSMUSG00000000439	0.10136567537743185	6.351954557461935	1.3310367262724303	0.2736906037556853	0.39330582023120236	2	0.05	FALSE	NONE
ENSMUSG00000000440	-0.5619896361730743	4.887354587189107	14.524509618135733	0.0030214553201287774	0.011858938779094101	2	0.05	FALSE	NONE
ENSMUSG00000000441	0.21457485575549218	8.106882712087902	9.870298808064309	0.009660170394009546	0.02917102498330261	2	0.05	FALSE	NONE
ENSMUSG00000000486	0.6636191160042272	0.9308117925954301	2.707345332181416	0.1288539455019761	0.22127379610875036	2	0.05	FALSE	NONE
ENSMUSG00000000489	1.1608282351335861	3.8307540335509653	32.345276452601084	1.5516461426107948e-4	0.0012283865295668792	2	0.05	TRUE	UP
ENSMUSG00000000531	-0.31390275790394	2.7120255680342384	1.1161578140512096	0.3139710707218305	0.43620126872807685	2	0.05	FALSE	NONE
ENSMUSG00000000532	0.6859786392840053	7.147182934471462	56.78391302238731	1.3312576186801078e-5	2.1364140452677683e-4	2	0.05	FALSE	NONE
ENSMUSG00000000538	-0.5273362944372476	6.685737931332506	46.04783274279902	3.419947145786484e-5	4.1213529724454717e-4	2	0.05	FALSE	NONE
ENSMUSG00000000544	-0.008651733204508736	2.5976125750182835	0.0016562137544660239	0.9682856913204674	0.9790361677809414	2	0.05	FALSE	NONE
ENSMUSG00000000552	0.07357911937308637	4.895622359225746	0.27669515359114627	0.6095832937223944	0.7067278253872228	2	0.05	FALSE	NONE
ENSMUSG00000000555	1.3727857441515314	1.4359795088937826	19.07972235964511	0.0011907043070457546	0.005710028207885223	2	0.05	TRUE	UP
ENSMUSG00000000563	-0.051712578887030236	5.560009245777931	0.28468783620977034	0.6045295789997533	0.7024657756709338	2	0.05	FALSE	NONE
ENSMUSG00000000568	-0.01783594540431133	7.281431736982502	0.019037288728232987	0.8928167193862435	0.9284865843237683	2	0.05	FALSE	NONE
ENSMUSG00000000581	0.016211144764469665	1.749899460015285	0.003640983845521197	0.9529944158995495	0.969607748822126	2	0.05	FALSE	NONE
ENSMUSG00000000594	0.4248818749278652	0.9442247089600285	0.9479465739539991	0.3516967596673013	0.4751721506353085	2	0.05	FALSE	NONE
ENSMUSG00000000600	0.00222738893234282	4.2194682796872955	2.1249452655543532e-4	0.9886372054504635	0.993369352963621	2	0.05	FALSE	NONE
ENSMUSG00000000605	0.9741540576618722	2.5035411365887654	14.921698916017645	0.0027666307869134306	0.011072478379974878	2	0.05	FALSE	NONE
ENSMUSG00000000627	1.7298542385648945	0.08993653881499127	15.255777558167388	0.002571925688708318	0.010439828898858463	2	0.05	TRUE	UP
